psid,study1,scholarshipCondition,gpa1,gpa2,gpa1value,gpa2value,name1,name2,club1,club2,scholarship,Q40,Q102,Q43,Q44,Q45,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q13,Q14,Q103_4,Q42,Q46,Q48,Q50,Q52_1,Q52_2,Q54,Q56,Q58,Q60_1,Q60_2,Q62,Q64,Q66,Q68_1,Q68_2,Q70,Q72,Q74,Q76_1,Q76_2,Q78,Q126,Q72,Q80,Q82,Q84,Q86,Q88,Q90,Q92,Q94,Q96,Q98_1,Q98_2,Q100,Q102,Q104,Q106_1,Q106_2,Q108,Q110,Q112,Q114_1,Q114_2,Q116,Q118,Q120,Q122_1,Q122_2,Q124
EQMtgbNuEMs1v2myxdAxyw**,2,,,,,,,,,,,,1,1,1,65,1,2,5,2,2,,2,,9,29,28,29,10,9,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs1Y5R2qhbDdQ**,2,,,,,,,,,,,,1,1,1,34,1,1,1,3,3,3,,,82,49,50,80,50,100,,,,1,1,1,1,8,2,1,1,1,7,3,1,1,1,10,0,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs235Yny-VFLg**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,2,3,25,1,9,8,3,3,1,,,73,4,75,97,10,67,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs23VpLY_jSWg**,2,,,,,,,,,,,,1,1,1,5,1,1,1,6,4,3,,,0,0,0,0,100,100,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs27OjDljcEpg**,3,,,,,,,,,,,,2,2,1,11,1,9,6,3,2,,2,,10,55,31,47,56,61,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,4,1,1,1,5,5,1,,,,,,,,,,,,,,,
EQMtgbNuEMs28GCrI5ItWA**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,6,2,1,45,1,9,5,3,3,3,,,100,46,72,74,10,100,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs2AUsT4PqmzQ**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,1,3,28,1,1,4,3,2,,2,,30,59,47,67,63,56,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs2dNkAyJ0Opw**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,31,1,4,3,3,3,1,,,0,0,7,80,0,50,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs2kMDx75qugw**,3,,,,,,,,,,,,1,2,3,27,1,9,5,3,1,,,2,85,4,58,52,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,9,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMs2N4dWkUHDfA**,2,,,,,,,,,,,,1,2,2,59,1,2,5,3,1,,,1,100,19,95,100,1,40,,,,1,1,1,1,9,1,1,1,1,5,5,1,1,1,9,1,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs2ntGdR8P5lA**,2,,,,,,,,,,,,1,2,4,54,2,8,2,6,3,3,,,71,39,81,67,11,74,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs2P8uFQlm5kA**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,4,3,1,1,2,3,4,3,,,1,1,1,0,0,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs2tf9oHIzDPg**,3,,,,,,,,,,,,1,1,3,11,1,1,2,3,1,,,2,44,51,51,51,44,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,1,9,1,1,1,5,5,1,1,1,0,10,1,1,1,0,10,1
EQMtgbNuEMs2TIFRN8_gMQ**,2,,,,,,,,,,,,1,1,1,7,1,2,2,1,3,3,,,0,17,0,100,100,100,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs2U92y2pryyA**,2,,,,,,,,,,,,1,2,1,24,1,9,5,3,1,,,2,80,70,80,100,20,50,,,,1,1,1,1,3,7,1,1,1,2,8,1,1,1,3,7,1,1,1,3,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs2vDddCNJc7w**,3,,,,,,,,,,,,1,1,3,11,1,2,5,4,1,,,1,84,19,73,63,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,7,3,1,1,1,3,7,1,1,1,0,10,1,1,1,5,5,1
EQMtgbNuEMs2wWWUpMxcLg**,3,,,,,,,,,,,,6,1,2,25,1,9,5,2,1,,,1,93,0,76,95,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,7,3,1,1,1,10,0,1,1,1,9,1,1
EQMtgbNuEMs2ZoaRWDN-LQ**,2,,,,,,,,,,,,1,1,1,30,1,2,3,3,4,3,,,48,0,0,81,0,0,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs31sw3PFZAzQ**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,29,1,5,5,2,2,,2,,22,62,22,83,78,35,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs36bEl9jGrXg**,2,,,,,,,,,,,,1,2,1,3,1,1,3,1,4,1,,,82,52,28,85,82,90,,,,1,1,1,1,3,7,1,1,1,5,5,1,1,1,4,6,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs3FEVCoE7D9Q**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,45,1,5,3,3,3,3,,,4,2,2,83,52,73,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs3g_dX59Yvlg**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,7,1,4,22,1,5,6,3,3,1,,,71,59,64,63,60,65,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs3Ji54cCc-vQ**,2,,,,,,,,,,,,1,1,1,63,1,1,3,3,3,3,,,9,48,3,100,100,100,,,,1,1,,,,,,,,,,,,,,,,1,1,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs3NylA_gFXzA**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,48,1,7,5,3,1,,,2,40,16,55,99,6,87,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs3rY3Gs5sK6A**,3,,,,,,,,,,,,1,2,1,43,1,1,5,4,1,,,1,89,4,83,86,3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs3Txn2XfI8vg**,3,,,,,,,,,,,,1,2,1,15,1,1,2,6,4,3,,,35,22,11,8,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,4,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4_RZ_Hicy4w**,2,,,,,,,,,,,,1,2,1,23,1,1,2,6,1,,,2,100,9,100,94,1,23,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs40DfbNAqbbA**,3,,,,,,,,,,,,1,1,2,37,1,9,5,6,3,1,,,50,50,50,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1
EQMtgbNuEMs43GJiUflW0Q**,2,,,,,,,,,,,,7,1,1,54,1,9,3,4,1,,,1,77,4,94,94,55,58,,,,1,1,1,1,6,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs46UqleEAEBA**,3,,,,,,,,,,,,1,1,2,8,1,1,2,2,1,,,1,100,65,100,100,61,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,10,0,1,1,1,6,4,1,1,1,5,5,1,1,1,6,4,1
EQMtgbNuEMs4BiBDIbO-7w**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,21,1,5,2,3,2,,2,,4,60,38,34,43,32,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4BLuO3g3cww**,2,,,,,,,,,,,,1,1,1,31,1,5,4,3,1,,,2,80,13,65,73,5,2,,,,1,1,1,1,8,2,1,1,1,6,4,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4EC2lfEHrWg**,3,,,,,,,,,,,,1,1,7,34,1,2,3,3,1,,,1,75,10,60,80,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMs4H-RZIDreUg**,3,,,,,,,,,,,,1,2,1,36,1,3,3,4,1,,,2,92,34,70,100,15,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,3,7,1,1,1,5,5,1,1,1,3,7,1,1,1,5,5,1
EQMtgbNuEMs4IJayL2ya6g**,2,,,,,,,,,,,,1,1,4,7,1,9,3,1,3,2,,,60,50,52,58,49,58,,,,1,1,1,1,5,5,1,1,1,0,10,1,1,1,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4KT9FYyB60w**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,24,1,7,6,4,1,,,1,100,0,90,81,0,52,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4l-apUdrBhw**,2,,,,,,,,,,,,6,1,1,34,1,8,3,4,1,,,1,92,50,79,79,17,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4mP0ryiFn9w**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,20,1,2,3,4,1,,,2,86,11,91,74,1,61,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4qBXDFB41Rg**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,6,36,1,1,3,6,4,3,,,85,12,14,83,8,9,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4rezGX_I4lQ**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,19,1,6,5,5,1,,,1,89,32,71,58,60,48,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4RKdbMZ08SA**,3,,,,,,,,,,,,1,2,2,17,1,1,6,3,1,,,1,100,5,100,100,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4tQHs3ipN1w**,2,,,,,,,,,,,,1,1,1,4,2,9,3,3,3,3,,,68,80,80,64,88,67,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4TZn8ZqWGlg**,,,,,,,,,,,,,1,1,3,8,1,1,5,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4xpHs2ILd5Q**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,1,50,1,3,3,2,2,,2,,7,38,36,52,13,13,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs4zZSnTz_cng**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,13,1,8,3,3,3,1,,,44,71,56,43,56,71,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs50YzZAmR7Ug**,3,,,,,,,,,,,,1,1,1,23,1,4,5,3,3,3,,,60,8,8,49,2,59,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,9,1,1,1,1,5,5,1,1,1,1,9,1,1,1,4,6,1
EQMtgbNuEMs5AC5i6o3mrA**,2,,,,,,,,,,,,7,1,7,7,1,1,3,3,3,3,,,50,50,50,50,49,50,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,5,5,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs5AdfLwaJARA**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,26,1,7,5,2,1,,,1,96,36,95,96,40,43,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs5ApXOUwSVwg**,3,,,,,,,,,,,,1,1,1,50,1,9,3,3,1,,,1,82,19,85,56,5,66,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,9,1,1,1,1,5,5,1,1,1,7,3,1,1,1,5,5,1
EQMtgbNuEMs5degmNpRWIQ**,3,,,,,,,,,,,,1,2,1,59,1,4,2,4,1,,,1,100,2,100,83,1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs5DKnV1be-NQ**,3,,,,,,,,,,,,1,2,5,25,1,3,2,6,4,3,,,2,1,1,50,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,4,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs5f-JXSjdOXw**,3,,,,,,,,,,,,1,2,3,17,1,1,3,3,1,,,1,100,1,100,100,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,4,6,1,1,1,2,8,1,1,1,2,8,1,1,1,6,4,1
EQMtgbNuEMs5Jq0YEUfEYw**,3,,,,,,,,,,,,6,1,1,51,1,3,5,3,1,,,1,95,19,79,72,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,10,0,1,1,1,5,5,1,1,1,7,3,1,1,1,3,7,1
EQMtgbNuEMs5lRXa-Xf1Hg**,,,,,,,,,,,,,1,2,2,25,1,4,4,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs5oq2_fKByaA**,2,,,,,,,,,,,,1,2,2,35,1,4,6,4,3,3,,,52,38,39,72,39,91,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,6,4,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs5Wx5NI02Gmw**,,,,,,,,,,,,,1,2,2,33,1,3,5,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs5xSRNvbzulA**,3,,,,,,,,,,,,1,2,2,50,1,1,4,4,1,,,1,100,0,100,100,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs5YNHdx-YQrA**,,,,,,,,,,,,,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs63nR7I_sqdw**,2,,,,,,,,,,,,7,1,5,57,1,5,7,2,3,3,,,1,32,4,2,38,62,,,,1,1,1,1,3,7,1,1,1,7,3,1,1,1,2,8,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs64iiC1ZZc6w**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,6,1,1,7,1,6,7,4,1,,,1,100,0,100,11,0,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs659Cgdq5k0w**,2,,,,,,,,,,,,1,2,4,16,1,1,4,6,3,3,,,30,30,30,30,30,30,,,,1,1,1,1,5,5,1,,,,,,1,1,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs660tBjxhQ0A**,2,,,,,,,,,,,,1,1,1,33,1,9,5,3,3,1,,,83,0,78,54,0,90,,,,1,1,1,1,8,2,1,1,1,4,6,1,1,1,7,3,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs6afftA7hw7A**,3,,,,,,,,,,,,1,2,1,11,1,1,4,3,3,1,,,71,20,81,94,1,84,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,3,7,1,1,1,2,8,1,1,1,1,9,1,1,1,2,8,1
EQMtgbNuEMs6BMPYrd01KQ**,3,,,,,,,,,,,,5,2,4,22,2,1,4,6,4,3,,,49,49,49,50,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs6fRC4zBtJbg**,,,,,,,,,,,,,1,2,2,45,1,2,3,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs6HdRzFyHwdg**,2,,,,,,,,,,,,1,1,2,16,1,5,5,2,1,,,2,85,60,80,85,50,70,,,,1,1,1,1,8,2,1,1,1,5,5,1,1,1,9,1,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs6JcU4fWm3RA**,3,,,,,,,,,,,,1,2,1,53,2,3,4,4,1,,,2,62,42,60,72,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,8,2,1,1,1,8,2,1,1,1,8,2,1,1,1,7,3,1
EQMtgbNuEMs6LDPhyyRGdg**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,2,40,1,4,5,3,1,,,1,86,1,80,80,9,49,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs6Lvr6QjwxXg**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,5,1,4,6,1,9,5,5,3,1,,,70,10,50,65,0,50,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs6OIJjCLq_hw**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,31,1,7,3,3,3,1,,,30,51,51,90,51,51,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs6On3xk6kONg**,3,,,,,,,,,,,,1,2,4,26,1,9,7,4,1,,,1,100,0,100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs6POl1Q9Z-gA**,1,1,2,2,3.5,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,3,1,9,3,3,3,3,,,91,88,89,85,87,86,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs6QITmHXvChw**,3,,,,,,,,,,,,1,1,4,27,1,1,6,4,1,,,1,87,0,71,100,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,5,5,1,1,1,6,4,1,1,1,6,4,1
EQMtgbNuEMs6QuLiLuuYwQ**,,,,,,,,,,,,,2,1,1,67,1,1,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs6VEpvICbJnA**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,5,1,4,30,2,9,6,2,1,,,2,0,58,57,0,56,6,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs7A9rzr81UCQ**,2,,,,,,,,,,,,1,2,3,17,1,4,5,5,1,,,1,91,9,100,91,39,70,,,,1,1,1,1,8,2,1,1,1,6,4,1,1,1,8,2,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs7b_eJjIy61w**,2,,,,,,,,,,,,7,2,2,46,1,1,3,4,1,,,1,100,73,100,86,82,83,,,,1,1,1,1,10,0,1,1,1,5,5,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs7fkS-TXsL1A**,2,,,,,,,,,,,,1,1,5,5,1,5,5,3,3,1,,,69,87,52,41,80,90,,,,1,1,1,1,10,0,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs7Idsh3BpHNA**,3,,,,,,,,,,,,1,1,1,34,1,9,5,1,2,,1,,0,100,0,92,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,6,4,1,1,1,9,1,1,1,1,6,4,1,1,1,8,2,1
EQMtgbNuEMs7JGj8j_oyhA**,3,,,,,,,,,,,,1,2,1,25,1,5,5,4,3,1,,,30,9,29,29,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,2,8,1,1,1,1,9,1,1,1,5,5,1,1,1,7,3,1
EQMtgbNuEMs7M3mSuEgzcA**,2,,,,,,,,,,,,5,1,1,36,1,1,5,3,4,3,,,1,0,0,0,0,7,,,,1,1,1,1,10,0,1,1,1,9,1,1,1,1,10,0,1,1,1,9,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs7zjew-NLaeQ**,3,,,,,,,,,,,,1,2,3,5,1,4,2,1,3,1,,,50,22,43,54,22,93,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,7,3,1,1,1,9,1,1,1,1,6,4,1,1,1,8,2,1
EQMtgbNuEMs81E7JxLK6EQ**,3,,,,,,,,,,,,6,1,3,20,2,3,3,4,3,3,,,100,41,40,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1
EQMtgbNuEMs83nZI3Ejkew**,,,,,,,,,,,,,1,2,7,29,1,8,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs85G6I5_o-Rw**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,1,3,53,1,1,2,4,3,3,,,28,51,39,9,9,10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs8gcheXbxs-g**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,2,7,36,1,3,4,3,1,,,1,93,10,64,40,17,21,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs8h0hipIeumA**,3,,,,,,,,,,,,6,1,1,10,1,7,3,3,3,1,,,50,29,62,71,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1,1,1,5,5,1
EQMtgbNuEMs8KDIKoyTnsg**,2,,,,,,,,,,,,1,2,4,2,1,6,3,3,3,3,,,0,60,50,100,50,60,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMs8KNh9sDhfvQ**,3,,,,,,,,,,,,1,1,1,35,1,1,3,4,1,,,1,70,9,50,50,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,8,2,1,1,1,6,4,1,1,1,8,2,1,1,1,7,3,1
